handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_4315748f-edb1-ac5c-bd62-2b1c00826123,Variant,,,,,MOA1M,,,,True,,,1,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4315748f-edb1-ac5c-bd62-2b1c00826123,Variant,,,,,MOA1S,,,,True,,,2,,,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_67333914-e115-068f-373e-790d3f630a5d,Product,The Puzzle Maker's Batik Long Sleeve Shirt,"<p>""I have 100 eyes but only see from 2<br>I’m sometimes brown and sometimes blue<br>A sacred dance that all can see,<br>I’ll leave a mark; impressively.""</p><p dir=""rtl"">&nbsp;</p><p>Carving wooden trinkets aboard The Hibiscus Vessel is an intricate and exciting process for the Puzzle Maker. This geometric button down shirt is made from the finest batik fabric procured from the islands. Whether you’re called to wear this rainbow shirt buttoned all the way up to the collar or open and free-flowing, it’s sure to open up discussion wherever you go. This long sleeve shirt features hand-made black and white shell buttons and a subtle metallic sheen. Create or solve a mystery of your own in our Puzzle Maker Batik Button Down.&nbsp;</p><p>&nbsp;</p><p>Read the story of the <a href=""https://www.fenclawandfaund.com/merchants-of-adaween-fantasy-story"" target=""_blank"">Merchant's of Adaween</a>.</p>",a47bec_ed37e6a00e1340b1a760912449860148~mv2.jpg;a47bec_12acdc081c6f495e847354ae98bf2855~mv2.jpg;a47bec_e5899093b63a43bfbff14e796ed4bbc8~mv2.jpg;a47bec_577f049604c243cc9cb1ca8827017f13~mv2.jpg,The Merchants of Adaween,,,98.0,,True,PERCENT,0.0,0,,,Size,DROP_DOWN,Extra Large;Large;Medium;Small,,,,,,,,,,,,,,,,PRODUCT DETAILS,"<p>100% Silk Cotton Batik &nbsp;/ Dry Clean or Hand Wash in Cold Water / Hang to Dry</p>

<p>*These shirts are limited edition. Only a few were created in each size.</p>

<p>FIT &amp; FEATURES</p>

<p>/ Slim tailored fit– size up for a roomier feel&nbsp;<br>
/ Button down collar&nbsp;<br>
/ 7 button closure&nbsp;<br>
/ 2 button cuffs<br>
/ Batik fabric&nbsp;<br>
/ Anti-wrinkle<br>
/ Hand-carved sea shell buttons&nbsp;<br>
/ Curved hem&nbsp;</p>
",,,,,,,,,,,,,,,,,
product_67333914-e115-068f-373e-790d3f630a5d,Variant,,,,,MOA2XL,,,,True,,,0,,,,,Extra Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_67333914-e115-068f-373e-790d3f630a5d,Variant,,,,,MOA2L,,,,True,,,1,,,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_67333914-e115-068f-373e-790d3f630a5d,Variant,,,,,MOA2M,,,,True,,,2,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_67333914-e115-068f-373e-790d3f630a5d,Variant,,,,,MOA2S,,,,True,,,2,,,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_88146deb-61e9-1766-ecbc-0efc2bc09532,Product,The Crewman's Collar,"<p>Be the talk of the Swordfish in&nbsp;The Crewman's Collar. This cream and gold woven fabric choker has an adjustable closure with gold snaps. If you're looking to add a dash of flair to your uniform, this choker will fit like a starfish in a tidepool.&nbsp;</p>",,The Cat Captain's Coffers,,,50.0,,False,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_01464e1f-94fc-8cf7-ba10-5d7090245302,Product,Fiona Faund's Tiger Palazzo Pants,"<p>Seize the meow-ment in Fiona Faund’s Tiger Palazzo Pants. These dramatic, high-waisted wide leg pants are purrrfect for your portside pub crawls. These silky pants feature a sexy gold exposed zipper with dangling portal charm. Versatile and silky, these tiger pants have just enough stretch for a night on the town or a dangerous escape...or BOTH!<br><br>This item includes the storybook: ""The Cat Captain's Coffers""</p>",a47bec_66541c57d09343ccaa8fb47662948089~mv2.png;a47bec_48e2ad43df2147deb04629ccbf218617~mv2.png;a47bec_4b5fdc4028d04df08dd24768548c2d5a~mv2.png;a47bec_16d8aefd28154421804838de395c0b14~mv2.png;a47bec_6b541ff05f004106843ad110af7a85f3~mv2.png;a47bec_332cc2f58f584c0eb44dcc3557540370~mv2.png;a47bec_2cec56cc1528401586b7d44b3e61a7d4,The Cat Captain's Coffers,,,135.0,,True,PERCENT,0.0,0,,,Size,DROP_DOWN,XS;S;M;L;XL,,,,,,,,,,,,,,,,PRODUCT DETAILS,"<p>98% Poly Silk 2% Spandex&nbsp;&nbsp;/ Dry Clean or Hand Wash in Cold Water / Hang to Dry</p>

<p>FIT &amp; FEATURES</p>

<p>/ High-waisted<br>
/ Tiger print<br>
/Wide leg<br>
/ Hanging portal charm from zipper</p>
",Size Chart,"<p>&nbsp;</p>

<p>All Measurements in CM</p>

<table>
	<tbody>
		<tr>
			<td>
			<table>
				<tbody>
					<tr>
						<td>SIZE:</td>
						<td>XS</td>
						<td>S</td>
						<td>M</td>
						<td>L</td>
						<td>XL</td>
					</tr>
					<tr>
						<td>Waist, Relaxed</td>
						<td>29</td>
						<td>31.5</td>
						<td>34</td>
						<td>38</td>
						<td>40</td>
					</tr>
					<tr>
						<td>Waist, Stretched</td>
						<td>31</td>
						<td>34</td>
						<td>36.5</td>
						<td>40.5</td>
						<td>42</td>
					</tr>
					<tr>
						<td>Seat, at Fly Btm.</td>
						<td>43.5</td>
						<td>45</td>
						<td>46.5</td>
						<td>49</td>
						<td>52.5</td>
					</tr>
					<tr>
						<td>Inseam</td>
						<td>69</td>
						<td>69</td>
						<td>69</td>
						<td>70</td>
						<td>70</td>
					</tr>
				</tbody>
			</table>
			</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
",,,,,,,,,,,,,,,Fenclaw & Faund
product_01464e1f-94fc-8cf7-ba10-5d7090245302,Variant,,,,,CCC11M,,,,True,,,3,,65.89,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_01464e1f-94fc-8cf7-ba10-5d7090245302,Variant,,,,,CCC11L,,,,True,,,3,,65.89,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_01464e1f-94fc-8cf7-ba10-5d7090245302,Variant,,,,,CCC11XL,,,,True,,,3,,65.89,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_01464e1f-94fc-8cf7-ba10-5d7090245302,Variant,,,,,CCC11XS,,,,True,,,6,,65.89,,,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_01464e1f-94fc-8cf7-ba10-5d7090245302,Variant,,,,,CCC11S,,,,True,,,3,,65.89,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2554350c-bc52-d655-a2bc-9ee82cc4ae59,Product,Commander Fiona's Kilt of Kazan,"<p>Take charge with Fiona as she grows in the ranks!&nbsp;Commander Fiona's Kilt of Kazan features the captain's signature colors of red and gold.&nbsp;Whether you’re travelling to an exotic land or leading friends to your favorite bar, this kilt is a beautiful statement piece that transforms any outfit. This damask mini skirt is made of high quality chenille fabric. It’s red and gold paisley print exudes luxury and adventure. This high-waisted mini skirt features a flat front and is pleated in the back. It is fastened by adjustable gold buckle closures at the waist. This mini kilt also comes with a detachable gold chain. &nbsp;<br><br>This item includes the storybook: ""The Cat Captain's Coffers""</p>",a47bec_a2c9aae9551d4a1196dbcebae9349fee~mv2.png;a47bec_db52eba0dcd34dc192cc0835ffc35600~mv2.png;a47bec_972c35d8fd4945b083a0c7d88c727b31~mv2.png;a47bec_15828131feb143cfa78a427fd0935794~mv2.png;a47bec_5812c57eb3e140e397af75ca7e38b76c~mv2.png;a47bec_2a541fe16c8f41eeb911c05293655fd0~mv2.png;a47bec_ee4f6b94d48e4c27aeac5698b95cdbfe~mv2.png;a47bec_ab0a411073cb47ecaecc04bf2b387509;a47bec_042a2d7402fd433fbdb23ebb7d510ebb~mv2.png,The Cat Captain's Coffers,,,150.0,,True,PERCENT,0.0,0,,,Size,DROP_DOWN,XS/S;S/M;M/L;L/XL,,,,,,,,,,,,,,,,PRODUCT DETAILS,"<p>100% Chenille&nbsp; / Dry Clean or Hand Wash in Cold Water / Hang to Dry</p>

<p>&nbsp;</p>

<p>FIT &amp; FEATURES</p>

<p><br>
/ Adjustable waist</p>

<p>/ Reinforced hem</p>

<p>/ High-waisted</p>

<p>/ Detachable chain detail&nbsp;</p>
",Size Chart,"<table>
	<tbody>
		<tr>
			<td>&nbsp;</td>
			<td>&nbsp;</td>
			<td>XS/S</td>
			<td>S/M</td>
			<td>M/L</td>
			<td>L/XL</td>
		</tr>
		<tr>
			<td>Waist</td>
			<td>&nbsp;</td>
			<td>24""-25""</td>
			<td>25""-27""</td>
			<td>27""-30""</td>
			<td>30""-32""</td>
		</tr>
		<tr>
			<td>Hip</td>
			<td>&nbsp;</td>
			<td>29""-31""</td>
			<td>31""-33""</td>
			<td>33""-36""</td>
			<td>36""-38""</td>
		</tr>
		<tr>
			<td>Length</td>
			<td>&nbsp;</td>
			<td>14.5""</td>
			<td>15""</td>
			<td>15.5""</td>
			<td>16""</td>
		</tr>
	</tbody>
</table>
",,,,,,,,,,,,,,,
product_2554350c-bc52-d655-a2bc-9ee82cc4ae59,Variant,,,,,CCC2M,,,,True,,,6,,67.21,,,M/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2554350c-bc52-d655-a2bc-9ee82cc4ae59,Variant,,,,,CCC2S,,,,True,,,5,,67.21,,,S/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2554350c-bc52-d655-a2bc-9ee82cc4ae59,Variant,,,,,CCC2XS,,,,True,,,4,,67.21,,,XS/S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2554350c-bc52-d655-a2bc-9ee82cc4ae59,Variant,,,,,CCC2L,,,,True,,,0,,67.21,,,L/XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7a5a0bc1-1f6a-e379-eef3-b111c88708a4,Product,Commander Fiona Faund's Bridge Deck Bustier,"<p>No one will dare question your authority in Commander Fiona’s Bridge Deck Bustier.&nbsp;Made from high-quality chenille damask fabric, this corset top&nbsp;features a zip-back, adjustable straps with gold buckles and a lace-up front with large gold metal grommets. Lace up this pirate top with the gold chain it comes with or swap it out for a ribbon of your choice.<br><br>This item includes the storybook: ""The Cat Captain's Coffers""</p>",a47bec_c53fa7d4f1ea4c1a8c7f3629f93be0d4~mv2.png;a47bec_ccd628469f7043f886eb2f8943a1ee6a~mv2.png;a47bec_5a75a74b21ed493bbe87d3e50011446a~mv2.png;a47bec_d949049ae8d04a2895a904b89e55762d~mv2.png;a47bec_99c6859d241f41f98f4c03b9c0dfc19d~mv2.png;a47bec_abed93cf53da4c21ba8da10677a5ddfc~mv2.png;a47bec_d2542e03df974340a11e2d16c0bdb9ce,The Cat Captain's Coffers;Featured Slider,,,135.0,,True,PERCENT,0.0,0,,,Size,DROP_DOWN,XS;S;M;L;XL,,,,,,,,,,,,,,,,Size Chart,"<table>
	<tbody>
		<tr>
			<td>&nbsp;</td>
			<td>&nbsp;</td>
			<td>XS</td>
			<td>S</td>
			<td>M</td>
			<td>L</td>
			<td>XL</td>
		</tr>
		<tr>
			<td>Bust</td>
			<td>&nbsp;</td>
			<td>29.5"" - 31""</td>
			<td>31.5""-33""</td>
			<td>33""-34.5""</td>
			<td>36.25""-38""</td>
			<td>40.5""-42""</td>
		</tr>
		<tr>
			<td>Waist</td>
			<td>&nbsp;</td>
			<td>25""-27""</td>
			<td>27.5""-28.5""</td>
			<td>29""-31""</td>
			<td>29""-31""</td>
			<td>35""-38""</td>
		</tr>
		<tr>
			<td>Length</td>
			<td>&nbsp;</td>
			<td>13""-14""</td>
			<td>13""-14""</td>
			<td>13.5""-14.5""</td>
			<td>16""-17""</td>
			<td>16""-17""</td>
		</tr>
	</tbody>
</table>
",,,,,,,,,,,,,,,,,
product_7a5a0bc1-1f6a-e379-eef3-b111c88708a4,Variant,,,,,CCC8S,,,,True,,,2,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7a5a0bc1-1f6a-e379-eef3-b111c88708a4,Variant,,,,,CCC8XS,,,,True,,,3,,,,,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7a5a0bc1-1f6a-e379-eef3-b111c88708a4,Variant,,,,,CCC8M,,,,True,,,5,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7a5a0bc1-1f6a-e379-eef3-b111c88708a4,Variant,,,,,CCC8XL,,,,True,,,4,,,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7a5a0bc1-1f6a-e379-eef3-b111c88708a4,Variant,,,,,CCC8L,,,,True,,,4,,,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1bcf4070-1e7f-5ca2-26c6-70347bfcb8c9,Product,Captain Fenclaw's Tiger Button Down - Human Cut,"<p>Storm the shores&nbsp;in&nbsp;Captain Fenclaw's Tiger Button Down. This unisex button&nbsp;down shirt is the purrrfect everyday luxury. &nbsp;Featuring gold metal buttons and a straight&nbsp;fit, this shirt will awaken the fur-midable swashbuckler&nbsp;within. Pair this tiger print shirt with our Topsail Trousers, Palazzo Pants or Kilt of Kazan.&nbsp;</p><p>&nbsp;</p><p>&nbsp;The Human&nbsp;Cut is our&nbsp;equivalent to your world's ""Regular Fit"" or ""Straight Cut."" We recomend this cut for men who's shoulder, chest, waist and hips are relatively the same size. Also recomended for women and&nbsp;anyone who likes a looser fit.&nbsp;<br><br>This item includes the storybook: ""The Cat Captain's Coffers""</p>",a47bec_f348520b9ee04354b3ae934d59126334~mv2.jpg;a47bec_91345d591864460ebf13d0009611cdd8~mv2.jpg;a47bec_4350b89267f04babb677ca459631ece5~mv2.png;a47bec_3736304f97ea40529a85490e5f9a69f7~mv2.png;a47bec_13c25b9f52444c719891eb04b04453ce~mv2.jpg;a47bec_1aa489ccdcde42f797bb8fa835762a4c;a47bec_3dbe443caae946b98f672bf4b0f2e384~mv2.png,The Cat Captain's Coffers,,,98.0,,True,PERCENT,0.0,0,,,Size,DROP_DOWN,S;M;L;XL;2XL;3XL,,,,,,,,,,,,,,,,Product Details,"<p>/98% Poly-Silk 2% Spandex</p>

<p>/ 2-way stretch</p>

<p>/ 7 Gold Portal&nbsp;buttons</p>

<p>/ Gold metallic cuffs</p>

<p>/ 2 Button&nbsp;</p>
",Size Chart,"<p>Human Cut Shirt Sizes</p>

<p>All Measurements in Cm</p>

<table>
	<tbody>
		<tr>
			<td>
			<table>
				<tbody>
					<tr>
						<td>SIZE:</td>
						<td>S</td>
						<td>M</td>
						<td>L</td>
						<td>XL</td>
						<td>XXL</td>
						<td>XXXL</td>
					</tr>
					<tr>
						<td>Chest</td>
						<td>52</td>
						<td>54.5</td>
						<td>56.5</td>
						<td>59.5</td>
						<td>63.5</td>
						<td>67</td>
					</tr>
					<tr>
						<td>Waist</td>
						<td>47</td>
						<td>50</td>
						<td>52</td>
						<td>55.5</td>
						<td>59.5</td>
						<td>62.5</td>
					</tr>
					<tr>
						<td>Collar</td>
						<td>42</td>
						<td>44.5</td>
						<td>45</td>
						<td>46.5</td>
						<td>48.5</td>
						<td>49</td>
					</tr>
					<tr>
						<td>Base</td>
						<td>52.5</td>
						<td>55</td>
						<td>57</td>
						<td>59.5</td>
						<td>63.5</td>
						<td>66.5</td>
					</tr>
					<tr>
						<td>Shoulder</td>
						<td>44</td>
						<td>44.5</td>
						<td>46</td>
						<td>47</td>
						<td>49.5</td>
						<td>51</td>
					</tr>
					<tr>
						<td>Length</td>
						<td>76</td>
						<td>78.5</td>
						<td>79.5</td>
						<td>81</td>
						<td>81.5</td>
						<td>84</td>
					</tr>
					<tr>
						<td>Sleeve</td>
						<td>84</td>
						<td>88</td>
						<td>89.5</td>
						<td>90</td>
						<td>92</td>
						<td>96</td>
					</tr>
					<tr>
						<td>Bicep</td>
						<td>20</td>
						<td>21</td>
						<td>22</td>
						<td>22.5</td>
						<td>23.5</td>
						<td>24.5</td>
					</tr>
					<tr>
						<td>Cuff</td>
						<td>21</td>
						<td>22.5</td>
						<td>24</td>
						<td>25</td>
						<td>26.5</td>
						<td>27.5</td>
					</tr>
				</tbody>
			</table>
			</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
",,,,,,,,,,,,,,,Fenclaw & Faund
product_1bcf4070-1e7f-5ca2-26c6-70347bfcb8c9,Variant,,,,,CCC10L,,,,True,,,9,,,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1bcf4070-1e7f-5ca2-26c6-70347bfcb8c9,Variant,,,,,CCC10XXL,,,,True,,,3,,,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1bcf4070-1e7f-5ca2-26c6-70347bfcb8c9,Variant,,,,,CCC10M,,,,True,,,10,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1bcf4070-1e7f-5ca2-26c6-70347bfcb8c9,Variant,,,,,CCC10S,,,,True,,,3,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1bcf4070-1e7f-5ca2-26c6-70347bfcb8c9,Variant,,,,,CCC10XL,,,,True,,,3,,,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1bcf4070-1e7f-5ca2-26c6-70347bfcb8c9,Variant,,,,,CCC10XXXL,,,,True,,,1,,,,,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a20e4083-6b52-9d61-574d-accb3bc7bddc,Product,Captain Fenclaw's Topsail Trousers,"<p>Kick down the tavern door in Captain Fenclaw's Topsail Trousers. These men's pants are cut like a traditional straight leg jean&nbsp;but are made out of high-quality chenille fabric. These red and gold pirate inspired pants feature two front and&nbsp;back pockets with a zipper and gold metal jean button closure with exclusive portal design. Pair them with our Tiger Button Down for a fantastic&nbsp;ensemble.<br><br>This item includes the storybook: ""The Cat Captain's Coffers""</p>",a47bec_4e843a50664c4f7ab28525b9dfa43e2f~mv2.png;a47bec_3fb85594385945469231ec7822e5dd65~mv2.png;a47bec_8999a0981bd74966aa03b89dd41c7625~mv2.png;a47bec_49dbbfcb50534a12a0ba86923c578876~mv2.png;a47bec_143e995ac48043c4a11d98beff28129d~mv2.png;a47bec_a464eda6f7a14ca298e99fd9f61c0a3b;a47bec_cc468284d66942aaaa341b638395194b~mv2.png,The Cat Captain's Coffers,,,150.0,,True,PERCENT,0.0,0,,,Size,DROP_DOWN,28;30;32;34;36;38;40,,,,,,,,,,,,,,,,PRODUCT DETAILS,"<p>100% Poly Chenille</p>

<p>Hand Wash Cold or Dry Clean</p>

<p>Hang to Dry</p>

<p>No bleach</p>

<p>&nbsp;</p>

<p>FIT</p>

<p>Staight Leg</p>

<p>&nbsp;</p>
",Size Chart,"<p>All Measurements In Cm</p>

<table>
	<tbody>
		<tr>
			<td>SIZE:</td>
			<td>28</td>
			<td>30</td>
			<td>32</td>
			<td>34</td>
			<td>36</td>
			<td>38</td>
		</tr>
		<tr>
			<td>Waist, Relaxed</td>
			<td>74</td>
			<td>78</td>
			<td>83</td>
			<td>88</td>
			<td>93</td>
			<td>98</td>
		</tr>
		<tr>
			<td>Waist, Stretched</td>
			<td>74</td>
			<td>78</td>
			<td>83</td>
			<td>88</td>
			<td>93</td>
			<td>98</td>
		</tr>
		<tr>
			<td>Seat, at Fly Btm.</td>
			<td>99</td>
			<td>101</td>
			<td>104</td>
			<td>107</td>
			<td>112</td>
			<td>117</td>
		</tr>
		<tr>
			<td>Thigh, at Crotch</td>
			<td>27</td>
			<td>28</td>
			<td>29</td>
			<td>30.5</td>
			<td>32.5</td>
			<td>35</td>
		</tr>
		<tr>
			<td>Ankle</td>
			<td>18.5</td>
			<td>19</td>
			<td>19.5</td>
			<td>20.5</td>
			<td>21</td>
			<td>22</td>
		</tr>
		<tr>
			<td>Inseam</td>
			<td>80</td>
			<td>81</td>
			<td>81</td>
			<td>81</td>
			<td>81</td>
			<td>81</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
",,,,,,,,,,,,,,,
product_a20e4083-6b52-9d61-574d-accb3bc7bddc,Variant,,,,,CCC434,,,,True,,,6,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a20e4083-6b52-9d61-574d-accb3bc7bddc,Variant,,,,,CCC438,,,,True,,,3,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a20e4083-6b52-9d61-574d-accb3bc7bddc,Variant,,,,,CCC436,,,,True,,,5,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a20e4083-6b52-9d61-574d-accb3bc7bddc,Variant,,,,,CCC428,,,,True,,,6,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a20e4083-6b52-9d61-574d-accb3bc7bddc,Variant,,,,,CCC432,,,,True,,,5,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a20e4083-6b52-9d61-574d-accb3bc7bddc,Variant,,,,,CCC440,,,,True,,,3,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a20e4083-6b52-9d61-574d-accb3bc7bddc,Variant,,,,,CCC430,,,,True,,,3,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_14af3301-bf76-0b80-eb1b-a82c3bb37e4a,Product,Captain Fenclaw's Overcoat,"<p>Captain Fenclaw's Overcoat is an artifact of the legendary cat pirate himself.&nbsp;This red and gold damask pirate coat is made of high quality chenille fabric, sure to protect you from the elements and impress even your worst enemies. Fitted with decorative gold buttons on either side, this standard issue tail coat is worn open in the front. With 4 panels and a mandarin collar, the coat will awaken the captain in you.<br><br>This item includes the storybook: ""The Cat Captain's Coffers""</p>",a47bec_3cfb7db6531d452e927e3de810777493~mv2.png;a47bec_dc2cb14f31f941c598c0f0737eaaa826~mv2.png;a47bec_564c8e5c2cad447aa00f02297b18f905~mv2.png;a47bec_2fca61bdbfae4e3eb3cbf1fb2a9c2f4a~mv2.png;a47bec_c8ad9abf48924b2883870e9d3cf533a3~mv2.png;a47bec_0aa93ef68b8d47e1b291106e21fbacf3~mv2.jpg;a47bec_6ba6d0ea5376437cab5bba130e94e33c~mv2.jpg;a47bec_3634d16a740f40d5b22702da4fa70a73,The Cat Captain's Coffers;Featured Slider,,,380.0,,True,PERCENT,0.0,0,,,Size,DROP_DOWN,XS;S;M;L;XL;2XL;3XL,Color,COLOR,#B81616:Red,,,,,,,,,,,,,PRODUCT DETAILS,"<p>FIT &amp; FEATURES</p>

<p>/ Tailored fit– size up for a roomier feel&nbsp;<br>
/ Open front</p>

<p>/ 2 Outside pockets</p>

<p>/ 2 Inside pockets<br>
/ Mandarin collar</p>

<p>/ Paisley poly-silk lining<br>
/ Gold metal buttons<br>
/ Woven chenille fabric on main</p>

<p>/ Linen fabric on cuffs<br>
/ Tail in the back</p>

<p>Dry Clean or Hand Wash in Cold Water / Hang to Dry</p>
",,,,,,,,,,,,,,,,,
product_14af3301-bf76-0b80-eb1b-a82c3bb37e4a,Variant,,,,,CCC6S,,,,True,,,2,,162.0,,,S,,,#B81616:Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_14af3301-bf76-0b80-eb1b-a82c3bb37e4a,Variant,,,,,CCC6L,,,,True,,,3,,162.0,,,L,,,#B81616:Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_14af3301-bf76-0b80-eb1b-a82c3bb37e4a,Variant,,,,,CCC6XL,,,,True,,,1,,162.0,,,XL,,,#B81616:Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_14af3301-bf76-0b80-eb1b-a82c3bb37e4a,Variant,,,,,CCC6M,,,,True,,,4,,162.0,,,M,,,#B81616:Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_14af3301-bf76-0b80-eb1b-a82c3bb37e4a,Variant,,,,,CCC63XL,,,,True,,,1,,162.0,,,3XL,,,#B81616:Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_14af3301-bf76-0b80-eb1b-a82c3bb37e4a,Variant,,,,,CCC6XS,,,,True,,,2,,162.0,,,XS,,,#B81616:Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_14af3301-bf76-0b80-eb1b-a82c3bb37e4a,Variant,,,,,CCC62XL,,,,True,,,2,,162.0,,,2XL,,,#B81616:Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
